State_name, county_name,CrimeRate,PopulationDensity(P/sqMi),Median_Age_ACS_14_18,Poverty%2018
Ohio,Delaware county,164,444.61,38.6,0.04
SouthDakota,Lincoln county,152,95.13,34.6,0.04
Ohio,Warren county,145,564.56,39.3,0.04
Minnesota,Wright county,100,200.68,36.6,0.04
Minnesota,Carver county,61,283.4,37.5,0.04
Wisconsin,St.Croix county,54,121.71,38.6,0.04
Virginia,Poquosoncity,16,785.99,43.2,0.04
Colorado,Gilpin county,16,39.52,45.7,0.04
Kansas,Wichita county,6,2.98,45,0.04
Colorado,Elbert county,1,13.59,46.1,0.04
SouthDakota,Campbell county,1,1.96,51.3,0.04
SouthDakota,Sully county,1,1.32,45.5,0.04
Montana,Daniels county,1,1.23,50.7,0.04
Utah,Daggett county,1,0.88,46.1,0.04
Colorado,Douglas county,365,391.09,38.4,0.03
Virginia,FallsChurchcity,22,7040.54,38.8,0.03
Texas,Borden county,3,0.74,42.5,0.03
Texas,Sterling county,2,1.24,44.9,0.03
Utah,Morgan county,0,18.7,32.4,0.03
Kansas,Scott county,16,6.9,39.4,0.02
NewMexico,RioArriba county,238,6.71,40.6,0
